"发波库存❄️
第一次见到雪的南方妹子💌 2日本·北海道",2018-12-7 22:00 来自 iPhone X,https://weibo.com/1959192207/H6aKIkrgX?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"李光洙：我每周都阿帕！

L暴躁的综艺仔的秒拍视频",2018-12-3 19:00 来自 秒拍网页版 已编辑,https://weibo.com/6438047690/H5xRTg2Vv?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"肥宅出门遛弯了
忽略我天天熬夜的黑眼圈",2018-11-22 19:42 来自 iPhone X,https://weibo.com/1959192207/H3Srwsobe?from=page_1005051959192207_profile&wvr=6&mod=weibotime
生啦来报个喜！二胎真的快 到医院已经开3指了…待产包还没拿上楼就被推进产房…我握着助产师的手说医生给我上无痛吧 我怕疼…她很冷漠的说 来不及了 你马上生了！然后用了2次力就生了  一切很顺利（评论关几天 好好休息一下 大家有什么事私信我 我都会看的）,2018-11-20 21:08 来自 iPhone X,https://weibo.com/5979874133/H3A9ak3n2?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"这些天说得最多的话就是希望所有人都过得很好
虽然不太现实 但还是希望
（深夜鸡汤熬一熬🥣）",2018-11-18 23:40 来自 iPhone X,https://weibo.com/1959192207/H3ii9wi5t?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"罗志祥真是我最近的快乐源泉啊哈哈哈哈哈哈哈！去翻了一下小猪之前模仿的视频，选了几个片段剪了个合集，他的模仿怎么形容呢，就是那种模仿到了精髓又有他自己那种贱贱的感觉！我真特么的笑出猪叫声哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
L文盲式追星少女的秒拍视频",2018-11-12 20:01 来自 秒拍网页版 已编辑,https://weibo.com/6701157002/H2mhVB43v?from=page_1005051959192207_profile&wvr=6&mod=weibotime
大吉大利 今晚吃🥥🐔,2018-11-12 23:17 来自 iPhone X,https://weibo.com/1959192207/H2nzEmbZe?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"谢谢大家支持！接下来尽快给大家发货！
奶奶裤卖的好好这里抽20位送一条吧！
我今天不去公司了好好陪一下家人",2018-11-11 15:01 来自 iPhone X,https://weibo.com/5979874133/H2aTVvmAK?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"看来我已经不能低调的黑下去了
话说蓝色真的好显白噢～🙈",2018-11-6 21:59 来自 iPhone X,https://weibo.com/1959192207/H1svcEHoy?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"不更新你们都快忘记我了🙈
出门拍照路上随手拍了两张～📷请笑纳 2韩国·首尔",2018-10-31 07:29 来自 iPhone X,https://weibo.com/1959192207/H0seUd73X?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"花生妈🥜 生日快乐～🎉🎉🎉
祝双十一大卖",2018-10-21 21:41 来自 iPhone X,https://weibo.com/1959192207/GEYZZgCcF?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"昨天剪了头发 今天才发现还赠送了两根空气刘海
杨的拍照技术真的是🐂
还到处给我找显白的光线哈哈哈哈",2018-10-20 19:35 来自 iPhone X,https://weibo.com/1959192207/GEOKBs1ik?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"去的时候还是88 回来胖了四斤
最近饭量大到被夸是一个吃饭很厉害的人哈哈哈哈
唠嗑完毕 理图去～",2018-10-14 10:10 来自 iPhone X,https://weibo.com/1959192207/GDQu65fN9?from=page_1005051959192207_profile&wvr=6&mod=weibotime
继续加油去～✈️,2018-10-6 15:57 来自 iPhone X,https://weibo.com/1959192207/GCFl8iHCx?from=page_1005051959192207_profile&wvr=6&mod=weibotime
我自己没生活照 拿两张花生的顶一下,2018-10-1 21:56 来自 iPhone X,https://weibo.com/5979874133/GBWy9m3t7?from=page_1005051959192207_profile&wvr=6&mod=weibotime
十月第一天🖤,2018-10-1 14:45 来自 iPhone客户端,https://weibo.com/1959192207/GBTJ6gqcM?from=page_1005051959192207_profile&wvr=6&mod=weibotime
嘻嘻  纪念一下九月的小尾巴 🙃,2018-9-30 21:31 来自 iPhone 8 Plus,https://weibo.com/3072609825/GBMXKwds9?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"一颗大🍊
趁着傍晚出门就可以过过穿秋装的瘾🍂
提前祝一个中秋快乐 嘻嘻💮",2018-9-22 20:00 来自 iPhone客户端,https://weibo.com/1959192207/GAyWNhCrJ?from=page_1005051959192207_profile&wvr=6&mod=weibotime
皮衣女孩🤪,2018-9-19 12:34 来自 iPhone 8 Plus,https://weibo.com/3072609825/GA3JXA0iY?from=page_1005051959192207_profile&wvr=6&mod=weibotime
转发这缕阳光 保佑不再刮台风 2广州,2018-9-17 11:20 来自 iPhone客户端,https://weibo.com/1959192207/GzKp60bPZ?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"🔸YESWOMEN 秋冬新品🔸（点赞选5位）
更新一组芃芃9图💋已经拍了几期 越拍越好咯
每一套都拍出我要的感觉驾驭的很好！喜欢哪一套🙋🏼‍♀️点赞告诉我…",2018-9-15 13:00 来自 iPhone X,https://weibo.com/1807419844/GzscKjokO?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"消失半个月上来交个日常作业～
修图去啦",2018-9-12 20:40 来自 iPhone X,https://weibo.com/1959192207/Gz2W0BfGR?from=page_1005051959192207_profile&wvr=6&mod=weibotime
在家还是闲不住 睡了一天 晚上还是要出来放下风,2018-8-24 21:24 来自 iPhone 8 Plus,https://weibo.com/3072609825/Gwa6kB0mx?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"终于回去啦
这几天全靠肥仔水消散我们的疲劳了 2法国·巴黎",2018-8-18 05:15 来自 iPhone X,https://weibo.com/1959192207/Gv9caAVYt?from=page_1005051959192207_profile&wvr=6&mod=weibotime
换个地方拍照 15分钟路程两人秒睡了 看得出很累什么工作都不容易…,2018-8-14 21:40 来自 iPhone X,https://weibo.com/5979874133/GuDVK54Oz?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"胡拼乱凑滴短途游
在家成功吃胖了四五斤 现在感觉自己走路都沉甸甸的",2018-8-2 21:16 来自 iPhone X,https://weibo.com/1959192207/GsOE1gGli?from=page_1005051959192207_profile&wvr=6&mod=weibotime
今天被小鬼的造型所圈粉！！！简直不要太帅  老姐姐表示被现场的氛围所征服了,2018-7-28 20:02 来自 iPhone 8 Plus,https://weibo.com/3072609825/Gs31IrsYv?from=page_1005051959192207_profile&wvr=6&mod=weibotime
清理一波库存📷,2018-7-21 20:03 来自 iPhone X,https://weibo.com/1959192207/GqZ2DABF9?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"▫️7.23 新品剧透▫️（点赞选5位）
平时很爱各种衬衫👏推荐这款给大家！
我自己蛮喜欢的 版型也是我偏爱的宽松廓形 这种宽松度穿出来才有随意feel 背后开衩+排扣设计很加分 配合面料是有点微挺阔感的棉质 整件很大牌！四个色 你们pick哪个？ N随意Bai搭后纽扣开叉",2018-7-21 19:09 来自 iPhone X,https://weibo.com/1807419844/GqYGBzidR?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"忙碌的小生日
已经过了要大搞生日的年纪
就分享几张一早化完妆的大脸照意思一下吧🐜 2日本",2018-7-17 18:22 来自 iPhone X,https://weibo.com/1959192207/GqmFDdTGi?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"冒着台风出门去看了《药神》
现在拍照职业病上身live感受一下
看到本来就不白还被晒出拖鞋印的双腿瑟瑟发抖",2018-7-11 22:52 来自 iPhone X,https://weibo.com/1959192207/GptSdupXT?from=page_1005051959192207_profile&wvr=6&mod=weibotime
一穿摇身变气质小姐姐,2018-7-11 10:44 来自 iPhone X,https://weibo.com/1959192207/Gpp6Rz6m3?from=page_1005051959192207_profile&wvr=6&mod=weibotime
分享修图中的单曲循环🍾  KWhiskey and Morphine-Alexander Jean,2018-7-7 21:25 来自 iPhone X,https://weibo.com/1959192207/GoRB1BzsL?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"莫名其妙地又瘦了。。
打个吃饭卡哈哈哈👨🏻‍🍳",2018-6-27 22:31 来自 iPhone X,https://weibo.com/1959192207/GnlKWibKR?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"最近真的懒得拍照
搜了半天才搜出一张带脸的凑个数～🧚🏻‍♀️",2018-6-23 22:48 来自 iPhone X,https://weibo.com/1959192207/GmK9MlgYl?from=page_1005051959192207_profile&wvr=6&mod=weibotime
第一次拍希望喜欢 做得不好的多多包涵会继续努力哒～,2018-6-17 10:06 来自 iPhone X,https://weibo.com/1959192207/GlKBh4lGC?from=page_1005051959192207_profile&wvr=6&mod=weibotime
献上这么多天唯一的自拍🤳 2韩国·首尔,2018-6-15 20:43 来自 iPhone X,https://weibo.com/1959192207/GlvV2w9wp?from=page_1005051959192207_profile&wvr=6&mod=weibotime
确认过眼神 是小姐姐的人,2018-6-14 19:17 来自 iPhone X,https://weibo.com/1959192207/GllVJp2yJ?from=page_1005051959192207_profile&wvr=6&mod=weibotime
🐽💕KToken (Feat. Cloe Sutherland) -Fernweh（@网易云音乐）,2018-6-4 11:57 来自 iPhone X,https://weibo.com/1959192207/GjMLR118B?from=page_1005051959192207_profile&wvr=6&mod=weibotime
上来报个到,2018-5-31 20:23 来自 iPhone X,https://weibo.com/1959192207/Gjendb2AF?from=page_1005051959192207_profile&wvr=6&mod=weibotime
纪念一哈🎓,2018-5-16 17:17 来自 iPhone X,https://weibo.com/1959192207/GgVKlaNZk?from=page_1005051959192207_profile&wvr=6&mod=weibotime
🕶KScripts,2018-5-13 19:53 来自 iPhone X,https://weibo.com/1959192207/Gguu8siAE?from=page_1005051959192207_profile&wvr=6&mod=weibotime
🧜🏻‍♀️不太新鲜事,2018-5-3 19:26 来自 iPhone X,https://weibo.com/1959192207/GeY2lbc4R?from=page_1005051959192207_profile&wvr=6&mod=weibotime
🐋关于Blue,2018-4-10 17:06 来自 iPhone X,https://weibo.com/1959192207/Gbsi3itHU?from=page_1005051959192207_profile&wvr=6&mod=weibotime
可甜可咸🧚🏻‍♀️,2018-3-25 20:16 来自 iPhone X,https://weibo.com/1959192207/G92HnFafo?from=page_1005051959192207_profile&wvr=6&mod=weibotime
,2018-2-26 00:26 来自 iPhone客户端,https://weibo.com/1959192207/G4OmVfPWT?from=page_1005051959192207_profile&wvr=6&mod=weibotime
💙 K—0000FF,2018-2-7 01:27 来自 iPhone客户端,https://weibo.com/1959192207/G1VE77J11?from=page_1005051959192207_profile&wvr=6&mod=weibotime
🤨分享图片,2018-1-21 14:12 来自 iPhone客户端,https://weibo.com/1959192207/FFnQBFiDg?from=page_1005051959192207_profile&wvr=6&mod=weibotime
"17年的尾巴🌅
我怕新年的祝福太多
提前发一波🧜🏻‍♀️
（既然live动不了那就不发live了嘿嘿）",2017-12-28 23:27 来自 iPhone 6s,https://weibo.com/1959192207/FBNdVmgKN?from=page_1005051959192207_profile&wvr=6&mod=weibotime
🎄,2017-12-24 17:38 来自 iPhone 6s,https://weibo.com/1959192207/FB9ekmEGr?from=page_1005051959192207_profile&wvr=6&mod=weibotime
分享图片,2017-12-2 21:48 来自 iPhone 6s,https://weibo.com/1959192207/FxPsPsCGY?from=page_1005051959192207_profile&wvr=6&mod=weibotime
从夏天到秋天🐿,2017-11-3 23:30 来自 iPhone 6s,https://weibo.com/1959192207/FtqJEAzWf?from=page_1005051959192207_profile&wvr=6&mod=weibotime
哈哈哈哈哈哈哈哈键盘侠狗子,2017-9-28 16:06 来自 iPhone 6s,https://weibo.com/1959192207/FnUrEzyDy?from=page_1005051959192207_profile&wvr=6&mod=weibotime
用个水乳都是爱你的形状？？,2017-3-9 16:26 来自 iPhone 6s,https://weibo.com/1959192207/Ez0hwxaeR?from=page_1005051959192207_profile&wvr=6&mod=weibotime
转发微博,2017-2-10 22:24 来自 iPhone 6s,https://weibo.com/1959192207/EuW5euXwl?from=page_1005051959192207_profile&wvr=6&mod=weibotime
超市焦点,2016-8-30 21:40 来自 iPhone 6s,https://weibo.com/1959192207/E5ZHV6GS4?from=page_1005051959192207_profile&wvr=6&mod=weibotime
分享图片,2016-8-17 23:01 来自 iPhone 6s,https://weibo.com/1959192207/E41GsAzKe?from=page_1005051959192207_profile&wvr=6&mod=weibotime
心疼我家吉地哈哈哈哈哈 L秒拍视频 .,2016-3-29 21:11 来自 iPhone 6s,https://weibo.com/1959192207/Doxa4iLZ5?from=page_1005051959192207_profile&wvr=6&mod=weibotime
